Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,City,Region,Product_Category,Product_Name,Quantity,Unit_Price,Discount,Shipping_Cost,Payment_Mode,Sales, Profit ,,
ORD1046,19-02-2024,CUST146,Vihaan,Male,Hyderabad,East,Electronics,Watch,5,12577.28,0.13,95.83,Debit Card,54711.17," ? 6,264.22 ",,
ORD1047,10-07-2024,CUST147,Aadhya,Male,Delhi,East,Sports,Smartphone,5,15983.74,0.25,377.82,Debit Card,59939.02," ? -12,509.70 ",,
ORD1048,19-11-2023,CUST148,Myra,Male,Kolkata,East,Clothing,Smartphone,4,40479.55,0.26,139.85,Net Banking,119819.47," ? -8,518.84 ",,
ORD1049,05-07-2024,CUST149,Advika,Male,Bangalore,West,Beauty,Washing Machine,2,43799.33,0.07,217.07,Credit Card,81466.75," ? 12,988.40 ",,
ORD1050,02-07-2023,CUST150,Reyansh,Male,Delhi,West,Clothing,Sofa,1,15262.82,0.17,275.76,Debit Card,12668.14," ? -1,534.90 ",,
ORD1051,19-08-2024,CUST151,Aarav,Male,Kolkata,North,Sports,Cricket Bat,2,42963.17,0.06,376.46,Net Banking,80770.76," ? 2,066.27 ",,
ORD1052,04-03-2024,CUST152,Aadhya,Female,Hyderabad,South,Electronics,Smartphone,5,42890.1,0.03,100.95,Credit Card,208016.98," ? 38,694.93 ",,
ORD1053,10-04-2023,CUST153,Vihaan,Female,Chennai,North,Home Decor,Cricket Bat,2,38279.62,0.27,232.86,Credit Card,55888.25," ? -13,869.94 ",,
ORD1054,23-12-2023,CUST154,Advika,Male,Hyderabad,South,Toys,Toy Car,4,7505.42,0.25,268.28,UPI,22516.26," ? -5,152.65 ",,
ORD1055,13-07-2023,CUST155,Aadhya,Male,Pune,West,Toys,Washing Machine,1,34578.08,0.23,293.37,Net Banking,26625.12," ? -1,537.58 ",,
ORD1056,07-03-2024,CUST156,Vihaan,Female,Mumbai,East,Sports,Sofa,4,47262.2,0.01,418.26,Credit Card,187158.31," ? 51,264.22 ",,
ORD1057,19-11-2023,CUST157,Ishaan,Male,Pune,North,Electronics,Sofa,1,34190.52,0.25,127.26,UPI,25642.89," ? 1,568.72 ",,
ORD1058,02-03-2023,CUST158,Ishaan,Male,Bangalore,East,Beauty,Headphones,5,16714.52,0.13,413.52,Cash on Delivery,72708.16," ? 2,860.59 ",,
ORD1059,03-04-2023,CUST159,Ananya,Male,Delhi,North,Clothing,Watch,1,25128.85,0.1,361.8,Net Banking,22615.96," ? 2,502.41 ",,
ORD1060,02-05-2023,CUST160,Aadhya,Female,Bangalore,West,Clothing,Lipstick,1,32357.11,0.16,300.14,Cash on Delivery,27179.97," ? -3,836.22 ",,
ORD1061,25-01-2024,CUST161,Ishaan,Male,Chennai,West,Clothing,Lipstick,1,25626.41,0.03,364.79,Credit Card,24857.62," ? 1,605.81 ",,
ORD1062,09-09-2024,CUST162,Vihaan,Female,Kolkata,West,Beauty,Shoes,2,6173.66,0.23,235.41,Net Banking,9507.44," ? -1,721.02 ",,
ORD1063,27-06-2023,CUST163,Ananya,Male,Hyderabad,North,Toys,T-shirt,2,15740.79,0.17,112.28,UPI,26129.71," ? -3,537.81 ",,
ORD1064,28-05-2024,CUST164,Vihaan,Female,Pune,South,Electronics,Washing Machine,5,40159.32,0.06,349.59,Credit Card,188748.8," ? 3,278.58 ",,
ORD1065,03-08-2024,CUST165,Ananya,Female,Ahmedabad,North,Beauty,Toy Car,1,43098.62,0.06,286.1,Net Banking,40512.7," ? 6,629.21 ",,
ORD1066,03-09-2023,CUST166,Aadhya,Male,Pune,South,Clothing,Sofa,3,7037.54,0.06,337.72,Net Banking,19845.86," ? 3,853.20 ",,
ORD1067,14-02-2024,CUST167,Advika,Female,Chennai,North,Sports,Watch,5,47628.86,0.02,202.1,Cash on Delivery,233381.41," ? 22,070.80 ",,
ORD1068,30-06-2024,CUST168,Myra,Male,Pune,North,Home Decor,Cricket Bat,1,16575.37,0.18,458.09,Credit Card,13591.8, ? -36.56 ,,
ORD1069,07-07-2023,CUST169,Kabir,Female,Chennai,West,Beauty,Washing Machine,1,33183.22,0.25,314.32,UPI,24887.42," ? -2,580.50 ",,
ORD1070,02-05-2024,CUST170,Advika,Male,Ahmedabad,East,Beauty,Shoes,2,37640.89,0.01,88.43,UPI,74528.96," ? 9,878.92 ",,
ORD1071,17-09-2024,CUST171,Diya,Male,Bangalore,East,Electronics,Washing Machine,5,40634.92,0.01,252.41,Credit Card,201142.85," ? 12,554.05 ",,
ORD1072,17-09-2023,CUST172,Vihaan,Female,Hyderabad,South,Electronics,Shoes,1,47298.34,0.17,390.36,Credit Card,39257.62, ? 802.88 ,,
ORD1073,02-03-2024,CUST173,Diya,Male,Delhi,East,Beauty,Sofa,1,15783.39,0.25,407.36,Debit Card,11837.54," ? -2,709.04 ",,
ORD1074,07-04-2024,CUST174,Advika,Male,Kolkata,North,Clothing,T-shirt,5,42953.62,0.1,272.57,Cash on Delivery,193291.29," ? 28,273.34 ",,
ORD1075,14-06-2023,CUST175,Ananya,Female,Delhi,North,Home Decor,Shoes,3,6758.01,0.1,452.64,Credit Card,18246.63, ? 64.49 ,,
ORD1076,13-11-2023,CUST176,Kabir,Male,Bangalore,West,Electronics,Sofa,5,35311.04,0.18,170.45,Credit Card,144775.26," ? 20,946.46 ",,
ORD1077,16-07-2024,CUST177,Kabir,Male,Kolkata,West,Clothing,Sofa,5,37150.49,0.08,234.77,Debit Card,170892.25, ? 159.61 ,,
ORD1078,13-01-2024,CUST178,Aarav,Female,Pune,East,Sports,T-shirt,3,33950.62,0.01,454.37,Debit Card,100833.34," ? 28,309.11 ",,
ORD1079,17-09-2023,CUST179,Kabir,Female,Ahmedabad,South,Electronics,Lipstick,5,12765.27,0.22,453.32,Net Banking,49784.55," ? -6,720.33 ",,
ORD1080,06-11-2023,CUST180,Myra,Male,Ahmedabad,East,Clothing,Washing Machine,1,43677.55,0.19,358.57,UPI,35378.82," ? 3,940.85 ",,
ORD1081,12-09-2024,CUST181,Kabir,Male,Mumbai,East,Clothing,Smartphone,5,8609.15,0.17,436.54,Cash on Delivery,35727.97," ? 2,294.22 ",,
ORD1082,12-01-2024,CUST182,Advika,Female,Bangalore,East,Home Decor,Smartphone,3,2871.01,0.22,89.95,Net Banking,6718.16, ? -471.52 ,,
ORD1083,07-06-2024,CUST183,Aarav,Female,Bangalore,East,Home Decor,Cricket Bat,4,35929.76,0.2,439.25,Credit Card,114975.23," ? -1,155.64 ",,
ORD1084,19-10-2023,CUST184,Advika,Male,Hyderabad,North,Sports,Cricket Bat,5,23878.69,0.06,194.28,Debit Card,112229.84," ? 22,734.15 ",,
ORD1085,09-08-2023,CUST185,Advika,Female,Delhi,South,Clothing,Smartphone,2,42485.08,0.11,130.25,UPI,75623.44," ? 8,923.00 ",,
ORD1086,07-11-2023,CUST186,Reyansh,Male,Bangalore,North,Toys,Toy Car,1,19293.18,0.04,157.72,Net Banking,18521.45," ? 1,348.56 ",,
ORD1087,24-12-2023,CUST187,Aarav,Male,Bangalore,South,Clothing,Smartphone,1,8580.27,0.04,238.09,UPI,8237.06, ? 557.18 ,,
ORD1088,11-08-2023,CUST188,Advika,Male,Pune,West,Home Decor,Cricket Bat,2,41854.82,0.2,163.04,Debit Card,66967.71," ? 6,705.03 ",,
ORD1089,07-01-2024,CUST189,Reyansh,Male,Pune,East,Toys,Watch,2,27535.7,0.26,194.26,Net Banking,40752.84," ? -8,280.33 ",,
ORD1090,19-06-2023,CUST190,Reyansh,Male,Kolkata,North,Electronics,Cricket Bat,5,9621.95,0.29,110.74,Net Banking,34157.92, ? -267.65 ,,
ORD1091,21-12-2023,CUST191,Aarav,Female,Chennai,South,Electronics,Toy Car,2,36075.12,0.19,183.28,UPI,58441.69," ? -2,039.83 ",,
ORD1092,09-05-2023,CUST192,Diya,Female,Chennai,West,Beauty,Washing Machine,4,25653.46,0.06,307.53,Debit Card,96457.01," ? 17,648.28 ",,
ORD1093,30-05-2023,CUST193,Ananya,Female,Mumbai,West,Home Decor,Smartphone,3,30294.79,0.03,248.83,Credit Card,88157.84," ? 10,936.99 ",,
ORD1094,26-04-2023,CUST194,Myra,Female,Chennai,East,Beauty,T-shirt,2,23152.74,0.24,206.02,Net Banking,35192.16, ? -452.93 ,,
ORD1095,28-03-2023,CUST195,Ananya,Male,Hyderabad,South,Toys,Watch,2,41469.71,0.17,385.9,Credit Card,68839.72," ? -10,026.73 ",,
ORD1096,17-04-2024,CUST196,Kabir,Male,Mumbai,North,Home Decor,Sofa,4,41512.22,0.19,452.08,Debit Card,134499.59," ? 4,955.79 ",,
ORD1097,08-03-2024,CUST197,Myra,Male,Kolkata,East,Sports,Toy Car,1,35527.56,0.23,390.56,Net Banking,27356.22, ? -52.70 ,,
ORD1098,08-07-2024,CUST198,Kabir,Male,Pune,North,Clothing,Cricket Bat,1,5448.99,0.21,199.4,Net Banking,4304.7, ? -88.33 ,,
ORD1099,09-01-2024,CUST199,Advika,Female,Chennai,West,Sports,T-shirt,5,41974.92,0.25,385,Credit Card,157405.95," ? -36,927.99 ",,
ORD1100,05-03-2023,CUST200,Vihaan,Male,Delhi,North,Toys,Shoes,4,33616.45,0.02,118.39,Cash on Delivery,131776.48," ? 16,144.61 ",,
ORD1101,26-07-2024,CUST201,Aarav,Male,Pune,North,Home Decor,Lipstick,3,34911.8,0.22,108.64,Credit Card,81693.61," ? -10,861.93 ",,
ORD1102,20-09-2023,CUST202,Myra,Female,Ahmedabad,East,Toys,Smartphone,3,18276.55,0.26,205.53,Credit Card,40573.94," ? -10,595.89 ",,
ORD1103,22-01-2023,CUST203,Myra,Female,Hyderabad,North,Clothing,Lipstick,4,43988.12,0.09,413.47,Cash on Delivery,160116.76," ? -3,575.00 ",,
ORD1104,22-11-2023,CUST204,Advika,Female,Pune,East,Electronics,Toy Car,3,36323.51,0.19,160.86,Debit Card,88266.13," ? -8,304.93 ",,
ORD1105,08-08-2024,CUST205,Diya,Female,Hyderabad,West,Electronics,Shoes,1,5807.01,0.09,78.46,Debit Card,5284.38, ? 853.82 ,,
ORD1106,04-02-2024,CUST206,Reyansh,Male,Hyderabad,East,Toys,Shoes,3,20507.35,0.29,109.27,Net Banking,43680.66," ? -12,465.56 ",,
ORD1107,28-04-2023,CUST207,Advika,Male,Hyderabad,East,Beauty,Shoes,3,44341.74,0.01,436.44,UPI,131694.97," ? 31,364.04 ",,
ORD1108,23-11-2023,CUST208,Ishaan,Female,Kolkata,South,Home Decor,Sofa,4,2550.4,0.17,335.2,UPI,8467.33, ? -903.68 ,,
ORD1109,24-03-2024,CUST209,Reyansh,Male,Hyderabad,North,Home Decor,Toy Car,4,48078.55,0.05,163.94,Net Banking,182698.49," ? 14,951.81 ",,
ORD1110,23-01-2023,CUST210,Aarav,Male,Hyderabad,West,Electronics,Washing Machine,3,34022.3,0.21,299.88,UPI,80632.85," ? -10,478.22 ",,
ORD1111,11-07-2024,CUST211,Reyansh,Male,Ahmedabad,East,Sports,Lipstick,2,31642.52,0.05,287.41,Credit Card,60120.79," ? 7,106.09 ",,
ORD1112,08-01-2023,CUST212,Diya,Female,Delhi,West,Clothing,Washing Machine,4,13673.85,0.07,344.95,Credit Card,50866.72," ? 3,501.14 ",,
ORD1113,25-01-2023,CUST213,Reyansh,Male,Mumbai,South,Sports,T-shirt,5,12589.83,0.15,154.93,Cash on Delivery,53506.78," ? -5,715.23 ",,
ORD1114,26-04-2023,CUST214,Aarav,Female,Bangalore,North,Sports,Headphones,5,47114.5,0.27,438.98,Cash on Delivery,171967.92, ? 674.77 ,,
ORD1115,01-04-2023,CUST215,Diya,Male,Ahmedabad,East,Toys,Watch,1,15053.97,0.06,189.22,Net Banking,14150.73," ? 2,261.39 ",,
ORD1116,08-12-2023,CUST216,Ananya,Male,Mumbai,North,Electronics,Watch,3,38820.16,0.04,362.36,Net Banking,111802.06," ? 12,117.63 ",,
ORD1117,13-09-2023,CUST217,Myra,Male,Hyderabad,South,Electronics,Washing Machine,2,19777.47,0.23,57.26,Net Banking,30457.3," ? -6,821.69 ",,
ORD1118,17-07-2024,CUST218,Myra,Female,Delhi,South,Electronics,Headphones,1,7134.85,0.15,217.7,Credit Card,6064.62, ? 682.05 ,,
ORD1119,09-02-2023,CUST219,Kabir,Male,Pune,West,Toys,Headphones,3,733.62,0.27,208.27,UPI,1606.63, ? -154.65 ,,
ORD1120,08-04-2023,CUST220,Ananya,Female,Delhi,East,Beauty,Smartphone,4,27304.02,0.04,294.57,Net Banking,104847.44," ? 26,579.43 ",,
ORD1121,22-05-2023,CUST221,Ananya,Female,Ahmedabad,West,Sports,T-shirt,5,48793.79,0.19,82.73,Net Banking,197614.85," ? 23,557.51 ",,
ORD1122,29-12-2023,CUST222,Reyansh,Female,Hyderabad,South,Toys,Toy Car,2,18582.98,0.07,405.56,Credit Card,34564.34, ? -292.35 ,,
ORD1123,13-02-2023,CUST223,Myra,Male,Delhi,North,Home Decor,Headphones,5,17988.18,0.05,148,Credit Card,85443.86," ? 6,119.58 ",,
ORD1124,14-09-2023,CUST224,Aarav,Male,Chennai,West,Clothing,Cricket Bat,4,17335.76,0.21,354.67,Credit Card,54781," ? -5,851.95 ",,
ORD1125,18-12-2023,CUST225,Aadhya,Male,Delhi,West,Beauty,Watch,3,26123.08,0.18,411.45,UPI,64262.78," ? -1,245.55 ",,
ORD1126,05-03-2023,CUST226,Aadhya,Male,Hyderabad,North,Home Decor,Cricket Bat,4,22145.11,0.23,302.84,Net Banking,68206.94," ? -11,418.63 ",,
ORD1127,02-01-2023,CUST227,Diya,Female,Kolkata,West,Sports,T-shirt,4,44019.75,0.09,383.4,Debit Card,160231.89," ? 29,741.60 ",,
ORD1128,18-05-2024,CUST228,Myra,Female,Chennai,North,Electronics,Headphones,5,25374.94,0.13,347.84,Debit Card,110380.99," ? 8,789.00 ",,
ORD1129,28-02-2023,CUST229,Myra,Female,Delhi,East,Sports,Lipstick,2,25486.34,0.12,209.99,Net Banking,44855.96," ? 2,720.89 ",,
ORD1130,14-04-2023,CUST230,Aadhya,Male,Bangalore,North,Toys,Watch,4,7090.91,0.3,413.99,Net Banking,19854.55," ? -1,196.89 ",,
ORD1131,01-03-2024,CUST231,Myra,Female,Bangalore,East,Clothing,Smartphone,5,49140.43,0.09,182.62,Net Banking,223588.96," ? 25,645.98 ",,
ORD1132,09-11-2023,CUST232,Reyansh,Male,Delhi,North,Toys,Smartphone,2,12648.65,0.09,307.05,Net Banking,23020.54," ? 3,003.72 ",,
ORD1133,25-04-2024,CUST233,Ishaan,Female,Kolkata,South,Beauty,Shoes,3,3853.53,0.11,385.43,UPI,10288.93," ? 1,708.25 ",,
ORD1134,01-01-2024,CUST234,Vihaan,Male,Pune,South,Beauty,Sofa,3,33224.68,0.17,220.53,Debit Card,82729.45," ? 9,329.85 ",,
ORD1135,09-12-2023,CUST235,Ananya,Male,Hyderabad,East,Clothing,Headphones,1,29849.25,0.08,186.25,Cash on Delivery,27461.31, ? 679.10 ,,
ORD1136,13-10-2023,CUST236,Kabir,Female,Bangalore,East,Home Decor,T-shirt,5,20874.25,0.27,256.71,Debit Card,76191.01," ? 2,403.77 ",,
ORD1137,06-04-2023,CUST237,Diya,Female,Pune,South,Home Decor,Watch,2,21225.17,0.08,418.08,Debit Card,39054.31, ? -993.85 ,,
ORD1138,03-02-2024,CUST238,Ishaan,Female,Delhi,East,Beauty,Sofa,4,39296.18,0.27,468.46,Credit Card,114744.85, ? 850.93 ,,
ORD1139,12-10-2023,CUST239,Aadhya,Female,Ahmedabad,North,Beauty,T-shirt,3,9946.49,0.03,295.29,Net Banking,28944.29," ? 1,799.16 ",,
ORD1140,27-03-2023,CUST240,Ananya,Male,Pune,North,Electronics,Washing Machine,2,41048.62,0.2,347.66,Net Banking,65677.79," ? -10,581.42 ",,
ORD1141,04-01-2023,CUST241,Myra,Female,Chennai,South,Home Decor,Headphones,5,32507.61,0.27,456.47,Net Banking,118652.78," ? -33,822.91 ",,
ORD1142,26-06-2023,CUST242,Kabir,Female,Mumbai,West,Clothing,Toy Car,1,21064.69,0.05,94.35,Credit Card,20011.46, ? 603.54 ,,
ORD1143,28-09-2023,CUST243,Myra,Female,Bangalore,North,Home Decor,Toy Car,3,23009.83,0.29,154.44,UPI,49010.94," ? -4,426.50 ",,
ORD1144,28-05-2024,CUST244,Aarav,Male,Delhi,East,Electronics,Headphones,2,12981.03,0.14,369.01,UPI,22327.37," ? 1,623.01 ",,
ORD1145,14-02-2024,CUST245,Aarav,Male,Ahmedabad,West,Toys,Shoes,2,37655.29,0.28,420.69,Cash on Delivery,54223.62," ? -6,945.33 ",,
ORD1146,06-10-2023,CUST246,Kabir,Female,Hyderabad,West,Beauty,Shoes,2,25741.16,0.2,435.66,UPI,41185.86," ? 2,919.75 ",,
ORD1147,29-12-2023,CUST247,Kabir,Male,Ahmedabad,North,Beauty,Toy Car,5,16178.56,0.09,236.8,UPI,73612.45," ? 16,300.27 ",,
ORD1148,30-09-2023,CUST248,Aadhya,Female,Kolkata,North,Electronics,Lipstick,5,29883.3,0.06,90.2,Net Banking,140451.51," ? 3,304.48 ",,
ORD1149,06-02-2024,CUST249,Kabir,Male,Chennai,West,Clothing,Watch,5,49787.58,0.09,247,Debit Card,226533.49," ? 17,544.05 ",,
ORD1150,05-09-2023,CUST250,Reyansh,Male,Delhi,West,Beauty,Toy Car,4,21876.06,0.03,153.83,UPI,84879.11," ? 10,155.85 ",,
ORD1151,21-01-2023,CUST251,Myra,Male,Hyderabad,South,Sports,Lipstick,2,46050.43,0.04,181.04,UPI,88416.83," ? 2,421.08 ",,
ORD1152,14-04-2023,CUST252,Ishaan,Male,Kolkata,East,Beauty,Sofa,3,17381.84,0.03,397.52,Credit Card,50581.15," ? 5,011.01 ",,
ORD1153,11-08-2023,CUST253,Advika,Female,Kolkata,South,Sports,Lipstick,5,2925.69,0.13,83.99,Cash on Delivery,12726.75, ? -123.68 ,,
ORD1154,28-01-2023,CUST254,Kabir,Female,Delhi,North,Electronics,Sofa,5,10371.26,0.24,422.41,Credit Card,39410.79," ? -7,513.35 ",,
ORD1155,01-08-2024,CUST255,Diya,Female,Chennai,South,Electronics,T-shirt,2,21051.02,0.04,242.45,Net Banking,40417.96," ? 9,479.46 ",,
ORD1156,16-03-2024,CUST256,Aarav,Male,Pune,South,Beauty,Cricket Bat,5,11137.82,0.04,318.23,Debit Card,53461.54," ? 9,146.66 ",,
ORD1157,25-04-2023,CUST257,Reyansh,Female,Pune,South,Home Decor,T-shirt,4,211.31,0.19,90.34,Cash on Delivery,684.64, ? -201.96 ,,
ORD1158,25-10-2023,CUST258,Ananya,Female,Kolkata,South,Sports,Toy Car,4,45767.08,0.06,201.81,Credit Card,172084.22," ? 1,494.77 ",,
ORD1159,26-09-2023,CUST259,Advika,Female,Pune,East,Clothing,Sofa,5,42225.19,0.03,90.37,UPI,204792.17," ? 10,250.83 ",,
ORD1160,06-04-2023,CUST260,Ishaan,Male,Mumbai,East,Beauty,Toy Car,2,37166.15,0.05,482.69,UPI,70615.68," ? 9,699.19 ",,
ORD1161,23-06-2024,CUST261,Advika,Male,Kolkata,West,Clothing,Headphones,2,8557.17,0.28,413.27,Cash on Delivery,12322.32," ? -3,738.56 ",,
ORD1162,21-03-2024,CUST262,Kabir,Male,Kolkata,North,Beauty,Watch,2,6194.11,0.25,256.83,UPI,9291.16, ? 212.69 ,,
ORD1163,22-04-2024,CUST263,Aadhya,Female,Hyderabad,South,Home Decor,Smartphone,1,3566.72,0.11,150.62,Credit Card,3174.38, ? 394.63 ,,
